SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
1, 0.0375, 15, -0.05159108, -0.08427645, -0.99930495, 0.70399499, -3.03793621, -0.39184684, -52.58696365, 38.38058853, -72.84420013, 4.74945974, -2.17942977, -101.35897827, 0.63360906, -0.01155095, 0.04408938, 0.77230972, 0.01356203, 0.00153756, 0.00345951, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0400, 16, -0.04317465, -0.08166068, -1.00178075, 0.35181987, -3.31741834, -0.53707290, -52.58696365, 38.38058853, -72.84420013, 4.74834251, -2.19383979, -101.36077881, 0.63359946, -0.01144683, 0.04416155, 0.77231497, 0.00489429, -0.00105799, 0.00594330, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0425, 17, -0.04062094, -0.08189552, -1.00078726, -0.14489959, -3.11237502, -0.40275970, -52.58696365, 38.38058853, -72.84420013, 4.74804306, -2.20151114, -101.36242676, 0.63358974, -0.01139277, 0.04420204, 0.77232146, 0.00220679, -0.00081753, 0.00495446, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0450, 18, -0.04006916, -0.08269784, -1.00663149, -0.50158191, -2.97865343, 0.01204631, -52.58696365, 38.38058853, -72.81496429, 4.74681139, -2.20893455, -101.36302185, 0.63358718, -0.01133564, 0.04423476, 0.77232254, 0.00152554, 0.00000661, 0.01080191, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0475, 19, -0.04127018, -0.07829376, -1.01258481, -0.78644705, -2.77302909, 0.21876958, -52.38234329, 38.32212830, -72.81496429, 4.74484634, -2.21588874, -101.36305237, 0.63358837, -0.01127783, 0.04425989, 0.77232099, 0.00260528, -0.00436294, 0.01675701, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0500, 20, -0.04433820, -0.07258632, -1.01586795, -0.99855512, -2.98386526, 0.28491822, -52.38234329, 38.32212830, -72.81496429, 4.74234724, -2.22338176, -101.36295319, 0.63359058, -0.01121348, 0.04428439, 0.77231872, 0.00554262, -0.01002651, 0.02004170, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0625, 21, -0.03536420, -0.08689021, -1.01002419, -2.06169200, -2.50267053, 0.34369648, -52.26541901, 37.06518555, -72.34726715, 4.72163820, -2.26067805, -101.36485291, 0.63358611, -0.01084654, 0.04435081, 0.77232379, -0.00408182, 0.00463941, 0.01419342, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0650, 22, -0.03412897, -0.08784790, -1.01074970, -2.06305003, -2.01491666, 0.34595081, -52.26541901, 37.06518555, -72.34726715, 4.71646309, -2.26576948, -101.36441040, 0.63359046, -0.01078374, 0.04434398, 0.77232146, -0.00540584, 0.00568733, 0.01491511, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0675, 23, -0.03474913, -0.08602754, -1.01135421, -2.06237841, -1.80405307, 0.13762952, -52.26541901, 37.06518555, -72.34726715, 4.71130800, -2.27029276, -101.36443329, 0.63359153, -0.01072470, 0.04433420, 0.77232200, -0.00486457, 0.00395683, 0.01551527, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0700, 24, -0.03567439, -0.08782616, -1.01490200, -2.20422149, -1.38555431, -0.00172828, -52.09003067, 38.29289627, -72.05495453, 4.70580864, -2.27374434, -101.36472321, 0.63359076, -0.01067089, 0.04431621, 0.77232450, -0.00399952, 0.00585123, 0.01905757, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0725, 25, -0.03005419, -0.09108265, -1.01292503, -2.27511287, -1.03633797, -0.14052555, -52.09003067, 38.29289627, -72.05495453, 4.70014334, -2.27629805, -101.36528015, 0.63358784, -0.01062211, 0.04429217, 0.77232879, -0.00966424, 0.00920633, 0.01707423, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0750, 26, -0.02662756, -0.09386233, -1.01157236, -2.20944500, -0.41369975, 0.42135519, -52.09003067, 38.29289627, -72.05495453, 4.69458103, -2.27741480, -101.36431885, 0.63359505, -0.01058419, 0.04426076, 0.77232522, -0.01311035, 0.01208276, 0.01571441, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0775, 27, -0.02758037, -0.09641519, -1.01159310, -2.00290370, 0.13883513, 1.12420392, -52.09003067, 38.29289627, -72.05495453, 4.68946123, -2.27729917, -101.36148071, 0.63361460, -0.01055776, 0.04422535, 0.77231157, -0.01215553, 0.01472459, 0.01572776, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0800, 28, -0.03089263, -0.09437350, -1.01148760, -1.65420604, 0.76305991, 1.68961489, -52.09003067, 38.29289627, -72.05495453, 4.68515301, -2.27574325, -101.35710907, 0.63364416, -0.01054612, 0.04418732, 0.77228963, -0.00881612, 0.01275771, 0.01561517, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0825, 29, -0.03678564, -0.09211800, -1.00957537, -1.23085570, 1.04354751, 1.76596093, -52.73311996, 37.50365448, -72.43495941, 4.68189240, -2.27350307, -101.35250092, 0.63367528, -0.01054499, 0.04415257, 0.77226627, -0.00288406, 0.01055874, 0.01369661, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0850, 30, -0.04117277, -0.09116434, -1.01082337, -1.01671803, 0.97749358, 1.48923671, -52.73311996, 37.50365448, -72.43495941, 4.67919540, -2.27137256, -101.34857941, 0.63370150, -0.01054596, 0.04412226, 0.77224630, 0.00154023, 0.00965184, 0.01493925, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0875, 31, -0.04072546, -0.08875027, -1.00885940, -1.01376307, 1.12172222, 0.93178105, -52.73311996, 37.50365448, -72.43495941, 4.67656088, -2.26876736, -101.34602356, 0.63371849, -0.01054995, 0.04408989, 0.77223414, 0.00113837, 0.00728343, 0.01296985, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0900, 32, -0.03506731, -0.09307647, -1.00980997, -1.08284891, 1.12376082, 0.65184861, -52.73311996, 37.50365448, -72.43495941, 4.69289446, -2.25689077, -101.34473419, 0.63372374, -0.01072092, 0.04413430, 0.77222496, -0.00431266, 0.01132506, 0.01393557, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0925, 33, -0.03160424, -0.09900332, -1.00932527, -1.22355771, 0.98421800, 0.57967693, -52.73311996, 37.50365448, -72.43495941, 4.68977070, -2.25455761, -101.34308624, 0.63373476, -0.01072003, 0.04410021, 0.77221787, -0.00773505, 0.01730607, 0.01344478, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0950, 34, -0.02793478, -0.10324802, -1.00651693, -1.29492688, 1.05289161, 0.64887887, -52.55773163, 37.59134674, -73.31189728, 4.68646193, -2.25206685, -101.34125519, 0.63374704, -0.01071924, 0.04406400, 0.77221000, -0.01136106, 0.02160814, 0.01063001, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.0975, 35, -0.02719301, -0.10873198, -1.00252092, -1.29882216, 1.39702559, 1.13882637, -52.55773163, 37.59134674, -73.31189728, 4.68309164, -2.24881887, -101.33812714, 0.63376790, -0.01072372, 0.04402307, 0.77219516, -0.01204620, 0.02715050, 0.00662697, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1000, 36, -0.03005017, -0.10805635, -0.99779171, -1.02049387, 1.88149559, 1.70271075, -52.55773163, 37.59134674, -73.31189728, 4.68035936, -2.24447775, -101.33349609, 0.63379860, -0.01073967, 0.04398026, 0.77217215, -0.00911332, 0.02652213, 0.00189096, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1025, 37, -0.03791210, -0.10277272, -0.99685401, -0.81128120, 2.22803736, 2.05578113, -52.55773163, 37.59134674, -73.31189728, 4.67811251, -2.23934579, -101.32791901, 0.63383555, -0.01076401, 0.04393626, 0.77214396, -0.00116189, 0.02127726, 0.00094658, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1050, 38, -0.04367747, -0.09916859, -0.99676025, -0.59772551, 2.37102079, 1.78002298, -52.55773163, 37.59134674, -73.31189728, 4.67642641, -2.23380065, -101.32299805, 0.63386792, -0.01079398, 0.04389383, 0.77211934, 0.00470018, 0.01770213, 0.00084662, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1075, 39, -0.04492019, -0.09882742, -0.99469864, -0.38397586, 2.44432497, 1.50394285, -53.25928116, 38.40982056, -73.10727692, 4.67530107, -2.22801685, -101.31874847, 0.63389570, -0.01082841, 0.04385391, 0.77209836, 0.00604378, 0.01738019, -0.00122052, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1100, 40, -0.04628757, -0.09897760, -0.99190992, -0.30971128, 2.23994589, 1.01552200, -53.25928116, 38.40982056, -73.10727692, 4.67441034, -2.22264242, -101.31575775, 0.63391501, -0.01086088, 0.04381796, 0.77208406, 0.00750488, 0.01754556, -0.00401419, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1125, 41, -0.04073670, -0.10732358, -0.99069029, -0.16552505, 2.03474617, 0.66750860, -53.25928116, 38.40982056, -73.10727692, 4.67391634, -2.21770906, -101.31367493, 0.63392830, -0.01089223, 0.04378719, 0.77207452, 0.00204006, 0.02589986, -0.00523776, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1150, 42, -0.03800163, -0.11300759, -0.99081904, -0.02256262, 1.96768630, 0.45966434, -53.25928116, 38.40982056, -73.10727692, 4.67379951, -2.21289945, -101.31212616, 0.63393795, -0.01092462, 0.04375970, 0.77206773, -0.00061115, 0.03158563, -0.00511247, 0.00000000, 0.00000000, 0.00000000, 0.00000000
